A_STUDY,A_WAVE,A_YEAR,B_COUNTRY,B_COUNTRY_ALPHA,S025,W_WEIGHT,S018,H_URBRURAL,H_SETTLEMENT,G_TOWNSIZE,G_TOWNSIZE2,I_PSU,E_RESPINT,E1_LITERACY,F_INTPRIVACY,Q260,Q261,Q262,X003R,X003R2,Q263,Q264,Q265,Q269,Q270,Q271,Q273,Q274,Q275,Q275R,Q279,Q281,Q284,Q285,Q286,Q287P,Q288,Q288R,Q289,Q290,Q240,Q241,Q199P,Q209P,Q216P,Q57P,Q58P,Q59P,Q60P,Q61P,Q62P,Q63P,Q64P,Q65P,Q66P,Q67P,Q68P,Q69P,Q70P,Q71P,Q72P,Q73P,Q74P,Q75P,Q76P,Q77P,Q78P,Q79P,Q80P,Q81P,Q82P,Q83P,Q84P,Q85P,Q86P,Q87P,Q88P,Q89P,Q292A,Q292B,Q292C,Q292D,Q292E,Q292F,Q292G,Q292H,Q292I,Q292K,Q292O,Q292A_REVERSE_FLAG,Q292B_REVERSE_FLAG,Q292I_REVERSE_FLAG
2,7,2018,50,BGD,502018,1.0,0.8333333,1,1,4,2,34,2,1,1,2,1998,20,1,1,1,1,1,1,4,1,1,0,2,1,7,0,,2,2,4,2,1,5,50006,9,9,4,,2,2,4,3,4,3,1,1,4,3,4,2,2,1,1,4,3,4,3,4,2,3,4,3,4,2,1,4,4,3,,4,3,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,5,3,58,2,2,1,1,1956,62,5,3,1,1,1,1,7,1,1,3,0,1,3,9,2,2,2,2,6,2,5,50006,8,3,3,1,2,1,4,3,2,1,2,2,3,4,2,1,2,1,1,1,2,3,3,3,2,2,1,4,3,4,3,3,2,1,,4,,,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,1,4,2,1,106,1,1,2,2,1998,20,1,1,1,1,1,1,3,2,6,0,2,1,6,0,,2,1,4,7,2,5,50006,6,7,1,1,2,1,4,2,2,2,2,1,4,2,3,3,1,1,1,1,1,1,3,4,1,3,3,2,3,1,3,3,2,2,2,2,3,1,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,1,4,1,1,106,1,2,1,2,1953,65,6,3,1,1,1,1,5,1,5,2,0,1,5,0,,2,2,2,3,1,5,50006,9,10,2,1,1,1,4,3,3,3,2,2,4,2,2,3,3,1,1,2,2,3,,4,4,3,4,,,,,,,,,4,,,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,1,4,5,3,50,1,2,2,1,1958,60,5,3,1,1,1,1,5,1,1,3,0,1,2,5,2,2,2,2,4,2,6,50006,3,9,3,1,3,2,4,4,3,4,3,2,3,4,3,3,2,1,2,1,1,2,3,4,3,1,3,3,4,1,4,3,2,2,1,3,,1,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,1,4,7,4,8,2,2,1,1,1970,48,4,2,1,1,1,1,5,1,1,2,0,1,2,6,,1,2,2,4,2,5,50006,1,1,2,1,1,1,4,4,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,4,4,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,2,1,88,1,2,1,1,1982,36,3,2,1,1,1,1,4,1,1,2,0,1,3,9,,1,2,2,4,2,5,50006,10,10,3,1,1,1,4,4,3,1,3,1,4,2,3,4,4,2,,,2,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,2,1,110,1,1,1,1,1968,50,4,3,1,1,1,1,5,2,1,2,2,1,1,4,3,1,4,2,3,1,5,50006,7,10,3,2,3,1,4,3,3,1,2,1,4,4,2,2,2,1,3,3,2,2,3,3,2,3,3,2,2,2,3,3,2,2,,3,3,1,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,1,4,3,2,95,1,2,1,1,1984,34,2,2,1,1,1,1,5,1,1,3,0,1,3,8,,1,1,3,7,2,5,50006,10,10,1,1,2,1,4,3,2,1,3,3,4,4,4,4,3,1,3,3,3,4,3,4,3,3,4,2,3,4,4,4,3,3,3,3,4,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,3,2,64,2,1,1,1,1993,25,2,1,1,1,1,1,3,1,1,1,2,1,1,5,3,1,3,3,5,2,5,50006,5,7,3,2,,1,3,4,2,2,1,,4,3,3,4,4,2,3,2,1,,2,,2,4,3,,2,4,1,3,,2,,,3,,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,1,4,4,2,117,1,1,1,1,1972,46,4,2,1,1,1,1,7,1,1,5,2,1,3,9,,1,2,2,6,2,5,50006,7,8,1,1,2,2,4,3,3,3,2,2,4,4,3,2,2,3,3,3,2,3,3,3,2,2,2,2,2,2,3,3,3,3,2,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,1,4,2,1,60,1,1,2,2,1989,29,2,1,1,1,1,1,5,1,1,2,3,2,5,0,,2,1,3,7,2,5,50006,6,9,2,3,3,1,4,2,3,2,4,3,4,4,3,3,3,1,3,3,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,2,1,68,1,1,1,2,1997,21,1,1,1,1,1,1,7,3,1,0,3,2,5,0,,2,1,3,8,3,5,50006,8,7,2,2,1,1,4,3,3,1,3,3,4,4,3,4,3,2,4,4,3,3,4,4,3,4,2,4,4,2,4,4,4,4,3,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,2,1,62,1,1,1,2,1986,32,2,2,1,1,1,1,4,1,1,2,3,2,5,0,,2,1,3,6,2,5,50006,7,9,1,1,1,1,4,3,4,2,3,2,4,4,3,2,4,2,3,2,2,3,2,4,2,3,4,4,4,3,4,3,4,3,3,3,4,2,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,2,1,62,1,1,1,1,1978,40,3,2,1,1,1,1,4,1,1,2,1,1,2,4,2,1,2,3,4,2,5,50006,9,8,1,1,1,1,4,3,4,2,3,2,4,4,3,3,2,2,3,3,2,3,3,3,,,3,3,4,3,,3,3,2,,3,2,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,3,2,69,2,1,2,1,1988,30,2,2,1,1,1,1,8,2,1,1,1,1,1,7,2,2,1,4,7,2,5,50006,7,8,1,1,3,1,4,3,4,2,2,1,4,3,3,3,4,2,3,3,2,4,4,4,3,3,4,3,4,2,2,3,2,1,2,4,3,4,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,3,2,89,2,1,1,1,2000,18,1,1,1,1,1,1,5,2,6,0,3,2,6,0,,2,2,3,8,3,5,50006,5,10,1,3,3,1,4,3,3,3,2,2,4,4,2,2,2,1,4,4,2,4,2,4,2,2,4,2,2,2,4,4,,,,4,,,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,3,2,89,2,1,1,1,1988,30,2,2,1,1,1,1,2,1,1,0,1,1,1,9,,1,2,1,5,2,5,50006,6,10,3,2,3,1,4,3,3,3,2,2,4,4,2,2,2,1,2,2,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,4,2,2,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,2,1,89,2,2,1,2,1988,30,2,2,1,1,1,1,5,3,1,3,0,1,2,8,3,1,1,2,4,2,5,50006,10,10,3,2,,2,4,4,4,3,3,3,4,3,3,4,3,4,4,4,2,4,3,4,,4,4,3,3,4,3,4,3,4,,1,1,1,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,3,2,66,1,1,1,2,1993,25,2,1,1,1,1,1,8,2,1,1,3,2,5,1,,2,1,3,6,2,6,50006,7,7,2,1,2,1,4,3,3,2,2,2,4,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,1,4,2,1,106,1,1,1,2,1986,32,2,2,1,1,1,1,4,1,1,2,2,1,5,0,,2,3,3,9,3,5,50006,7,9,1,1,2,1,4,3,3,3,1,2,4,2,3,4,1,4,3,3,3,4,3,4,4,3,4,3,2,2,3,3,3,3,2,4,4,4,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,3,2,82,1,1,1,2,1986,32,2,2,1,1,1,1,4,1,1,2,1,1,5,0,,2,4,1,2,1,5,50006,3,9,3,1,2,1,4,3,3,2,1,1,3,2,4,4,4,2,3,3,2,4,4,3,2,4,4,3,3,4,4,4,3,3,3,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,1,4,2,1,86,1,1,2,2,1978,40,3,2,1,1,1,1,7,1,1,3,1,1,7,0,,2,1,3,6,2,5,50006,10,1,3,1,2,1,4,3,4,3,3,,4,2,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,3,2,48,2,1,1,1,1975,43,3,2,1,1,1,1,4,1,1,2,2,1,3,8,,2,1,3,7,2,5,50006,7,10,2,1,2,1,4,4,4,3,2,2,4,2,2,2,2,1,3,3,3,,,2,2,2,2,2,2,,,2,,,,2,1,,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,2,1,88,1,1,1,1,1982,36,3,2,1,1,1,1,4,1,1,2,3,2,3,9,2,1,1,3,8,3,5,50006,10,10,2,1,3,1,4,4,4,4,1,1,4,4,4,4,4,4,2,2,2,2,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,1,1,98,1,1,1,2,1973,45,4,2,1,1,1,1,3,1,1,1,2,1,5,0,,2,1,4,9,3,5,50006,7,10,1,1,1,2,4,4,3,1,4,4,4,3,4,4,4,4,3,3,,3,4,4,2,1,4,4,4,3,3,4,,3,,4,4,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,3,2,99,1,1,1,1,1975,43,3,2,1,1,1,1,5,1,1,3,1,1,3,9,2,1,1,3,6,2,5,50006,8,10,2,2,2,1,4,4,3,2,4,4,4,3,2,3,3,4,4,4,4,4,4,4,2,3,1,1,1,4,,4,4,4,3,3,4,,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,2,1,77,1,1,1,1,1979,39,3,2,1,1,1,1,3,1,1,1,2,1,3,9,2,1,3,2,6,2,5,50006,8,10,1,2,1,2,4,4,3,3,2,1,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,4,4,3,3,4,4,4,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,2,1,77,1,1,1,1,1988,30,2,2,1,1,1,1,5,2,1,0,6,3,3,4,2,1,2,3,8,3,5,50006,8,10,2,2,2,1,4,4,3,3,1,1,3,3,2,3,3,4,3,3,2,3,3,3,2,3,3,3,3,3,4,4,3,3,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,2,1,77,1,1,1,2,1979,39,3,2,1,1,1,1,4,1,1,2,2,1,5,0,,2,2,1,3,1,5,50006,8,10,2,2,1,1,4,4,3,3,2,2,3,3,2,3,2,2,3,3,2,3,3,3,2,3,3,4,4,3,3,3,4,4,4,3,3,4,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,4,2,79,1,1,1,1,1968,50,4,3,1,1,1,1,4,1,1,2,2,1,1,5,3,1,2,3,7,2,5,50006,10,5,4,2,3,1,4,3,3,3,2,2,4,4,4,3,4,3,4,4,3,3,3,4,3,3,3,3,3,3,,,,,,3,,,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,1,1,119,2,2,1,1,1953,65,6,3,1,1,1,1,8,1,1,2,0,1,3,9,,2,2,2,6,2,5,50006,6,7,3,,1,1,4,4,3,2,2,2,3,3,4,3,3,4,4,3,4,3,3,3,3,4,3,4,4,3,3,3,2,2,2,2,,,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,3,2,28,1,1,1,1,1978,40,3,2,1,1,1,1,5,1,1,3,7,3,1,1,3,1,2,2,4,2,5,50006,7,9,2,2,2,1,4,3,3,2,2,1,4,3,3,2,1,2,2,1,1,2,3,4,2,1,1,2,1,2,1,2,3,3,1,3,3,1,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,1,4,2,1,60,1,1,2,1,1978,40,3,2,1,1,1,1,5,3,1,2,3,2,1,3,3,1,1,3,8,3,5,50006,8,10,3,1,1,1,4,3,4,1,3,1,4,2,2,2,2,2,3,3,3,3,3,4,2,1,2,3,4,3,2,2,3,2,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,3,2,89,2,1,1,2,1990,28,2,1,1,1,1,1,5,3,1,3,1,1,5,0,,2,2,1,5,2,5,50006,6,9,3,,3,1,4,3,2,2,2,2,4,4,2,2,2,1,4,4,1,2,2,4,4,4,4,2,2,2,4,2,4,4,4,2,2,2,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,1,4,2,1,106,1,1,1,2,1995,23,1,1,1,1,1,1,5,2,6,0,3,2,6,0,,2,2,3,5,2,5,50006,8,10,1,1,3,1,4,3,3,3,3,3,4,2,2,2,3,2,2,4,1,2,3,4,2,3,3,3,3,3,3,3,3,3,,4,3,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,2,1,13,2,1,2,2,1984,34,2,2,1,1,1,1,5,3,1,3,3,2,5,0,,2,1,3,9,3,5,50006,9,9,4,2,2,1,4,4,3,1,1,1,3,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,4,4,4,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,2,5,5,3,15,2,1,2,2,1973,45,4,2,1,1,1,1,5,1,1,3,1,1,5,0,,2,3,3,5,2,5,50006,7,10,1,2,,1,4,3,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2018,50,BGD,502018,1.0,0.8333333,1,5,4,2,10,2,1,2,1,1983,35,3,2,1,1,1,1,4,1,1,2,2,1,2,5,,2,1,2,6,2,5,50006,8,10,3,2,2,1,4,3,4,2,2,1,4,3,3,4,3,2,2,4,4,4,3,3,4,4,3,4,3,4,3,3,3,4,,3,,3,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.6094166,0.8176615,1,1,8,5,10808,1,1,1,2,1955,66,6,3,1,2,2,1,1,1,3,1,6,3,4,1,,,3,4,8,3,3,51005,5,10,4,2,3,1,4,3,3,3,1,3,4,3,2,2,1,1,2,1,2,1,2,3,1,2,,4,1,2,1,1,,,1,4,4,1,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.83940125,0.8176615,2,5,3,2,81509,1,1,1,1,1961,60,5,3,1,1,1,1,6,1,1,3,6,3,1,3,1,1,3,4,5,2,3,51001,5,1,3,3,3,1,4,3,3,1,2,1,4,4,1,3,3,4,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.6094166,0.8176615,1,1,8,5,10611,1,1,1,2,1956,65,6,3,1,1,1,1,2,2,6,0,7,3,1,1,1,1,,4,4,2,3,51001,5,10,4,2,2,1,4,3,4,2,1,1,4,3,2,2,,1,2,1,2,1,1,3,1,3,1,1,3,2,1,3,2,3,,2,3,2,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.91726536,0.8176615,1,1,8,5,10611,1,1,2,2,1970,51,4,3,1,2,2,1,3,1,3,2,7,3,5,1,,,1,4,7,2,3,51001,,10,3,2,1,1,4,3,3,1,2,3,2,2,1,2,1,2,2,1,1,1,2,2,2,3,3,2,1,3,1,1,3,,1,3,2,2,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.6094166,0.8176615,1,1,8,5,10808,2,2,1,2,1955,66,6,3,1,2,2,1,2,1,6,0,2,1,4,8,,,2,3,1,1,3,51001,10,1,2,2,2,1,4,3,1,1,1,1,2,4,4,4,1,4,4,1,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,1,1,1,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.81540996,0.8176615,2,5,3,2,81332,2,1,2,2,1949,72,6,3,1,1,1,1,6,1,5,3,3,2,4,3,,,2,3,5,2,3,51001,,10,4,1,1,1,4,3,3,2,1,3,4,4,2,3,2,2,2,4,3,2,4,4,4,3,2,3,3,3,3,2,,,,,3,,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.71972513,0.8176615,1,2,7,4,53241,1,1,1,2,1967,54,4,3,1,1,1,1,1,1,5,2,2,1,5,8,,,2,3,4,2,3,51001,,9,4,1,1,1,4,2,2,1,1,1,4,4,2,3,,,,1,1,1,2,,3,2,,,,4,4,4,3,,4,3,2,2,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,1.092703,0.8176615,1,2,7,4,53150,2,1,2,2,1995,25,2,1,1,1,1,1,3,1,1,1,5,3,5,1,,,1,4,5,2,3,51001,,1,3,2,1,1,4,1,2,1,1,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,4,,,,1,1,3,,1,3,,,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,1.1345381,0.8176615,1,1,8,5,10434,2,1,1,1,1958,63,5,3,1,1,2,1,3,1,1,2,7,3,4,1,,,3,4,7,2,0,51001,4,10,3,2,1,2,4,4,2,3,4,4,2,2,1,1,,2,2,2,1,3,2,1,2,1,3,3,1,2,3,1,,2,1,3,2,4,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,1.8915126,0.8176615,1,2,7,4,52356,2,2,1,1,1977,43,3,2,2,2,2,2,7,1,1,5,2,1,7,7,,,2,2,1,1,3,51001,2,8,4,1,2,1,4,,3,1,1,1,4,4,,2,,4,,1,1,1,3,,,,4,,4,4,3,,,3,3,3,3,,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.6094166,0.8176615,1,1,8,5,10915,2,1,1,2,1955,66,6,3,2,2,2,1,1,1,5,0,7,3,1,1,1,1,2,1,2,1,3,51001,5,10,2,2,1,,,4,4,3,3,1,2,3,1,2,,1,2,1,1,1,2,1,2,3,3,,,3,2,2,2,2,2,2,2,,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.6094166,0.8176615,1,1,8,5,10915,1,1,2,2,1950,71,6,3,1,2,2,1,2,1,1,1,7,3,1,1,2,1,3,4,5,2,0,51001,7,1,4,3,3,1,4,3,3,3,3,3,2,2,2,2,,1,1,1,1,1,1,2,1,,3,1,1,1,1,1,,,,,2,,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,1.1205033,0.8176615,1,1,8,5,10938,1,2,2,1,1964,56,5,3,1,1,1,1,2,1,2,2,5,3,7,8,,,2,4,5,2,3,51001,10,10,1,1,1,1,4,4,4,1,1,1,4,4,3,3,3,1,1,1,1,1,1,3,1,3,1,1,1,3,1,3,1,3,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.98339206,0.8176615,1,2,7,4,52342,1,1,1,1,1957,64,5,3,1,1,1,1,2,1,1,2,7,3,4,1,,,2,3,1,1,0,51001,,10,3,1,2,1,4,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,3,1,3,1,1,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,1.1345381,0.8176615,1,1,8,5,10514,1,1,2,1,1948,73,6,3,1,2,2,1,2,1,1,2,7,3,4,1,,,2,4,5,2,3,51001,,5,4,2,1,1,4,3,,2,1,3,3,1,2,3,,1,2,1,3,2,1,3,1,3,3,3,3,3,3,1,1,3,1,2,2,2,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.83940125,0.8176615,2,5,1,1,63528,1,1,1,1,1953,67,6,3,1,1,1,1,1,1,1,3,5,3,4,6,,,1,4,6,2,3,51001,10,1,3,1,2,2,4,3,1,1,1,3,3,3,2,3,2,3,2,2,2,2,2,4,2,2,3,3,3,3,3,2,3,3,2,3,3,2,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,1.1205033,0.8176615,1,1,8,5,10443,2,1,2,1,1965,56,5,3,1,1,1,1,5,1,1,3,7,3,1,1,2,1,2,2,5,2,3,51001,2,7,3,2,3,1,4,3,3,3,3,3,4,4,2,2,2,1,3,1,1,1,1,4,1,3,3,3,3,3,1,1,2,3,1,1,2,3,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.71972513,0.8176615,1,4,5,3,73402,2,1,1,2,1970,50,4,3,1,1,1,1,1,1,6,0,5,3,4,0,,,1,4,5,2,3,51001,,10,3,1,1,1,4,3,4,3,2,,3,4,3,3,1,2,3,2,2,1,2,3,2,,3,,,,,,1,,,,,,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,1.1345381,0.8176615,1,1,8,5,10902,2,1,1,1,1950,70,6,3,1,1,1,1,3,1,1,2,7,3,1,1,1,2,1,3,7,2,3,51001,1,7,4,2,3,1,4,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,1,3,3,3,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.6094166,0.8176615,1,1,8,5,10808,1,2,1,2,1932,88,6,3,1,1,1,1,1,1,6,0,1,1,4,4,,,2,1,1,1,3,51001,1,10,4,1,2,1,4,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1,2,2,2,2,2,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.71972513,0.8176615,1,2,5,3,91613,2,2,1,2,1963,58,5,3,1,1,1,1,5,3,1,3,3,2,5,7,,,2,3,3,1,3,51001,7,9,2,1,1,1,4,4,4,3,3,2,4,4,2,1,1,2,1,1,2,2,3,2,2,2,2,,,,2,2,2,1,2,2,1,2,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,2.3256779,0.8176615,1,2,7,4,53150,2,1,2,1,1999,21,1,1,1,1,1,1,4,2,6,0,2,1,2,7,2,2,,2,5,2,3,51001,,9,1,1,2,1,4,3,3,1,3,3,3,2,1,1,1,1,2,1,1,3,1,4,1,1,2,2,,3,3,1,3,2,3,,3,,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.81540996,0.8176615,2,5,1,1,81116,2,2,1,2,1938,83,6,3,2,2,2,1,5,1,1,4,2,1,4,9,,,2,2,5,2,3,51001,,1,4,1,1,1,4,2,4,1,1,2,4,4,1,3,3,1,3,2,2,1,3,3,2,3,1,1,1,1,3,2,,,,1,,,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.93991232,0.8176615,1,2,5,3,32627,2,1,1,1,1963,58,5,3,1,1,1,1,1,1,6,0,3,2,4,6,,,4,2,3,1,3,51001,,9,2,1,1,1,4,3,3,3,3,3,4,4,2,2,,3,3,2,2,2,2,3,2,2,3,2,,,3,3,3,3,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,1.0868664,0.8176615,1,1,8,5,10608,1,1,2,2,1990,31,2,2,1,1,1,1,3,2,6,0,6,3,1,1,1,1,2,4,5,2,3,51001,10,1,3,1,2,1,4,3,3,1,1,1,4,3,1,2,2,2,3,3,1,1,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,1.0274463,0.8176615,1,1,8,5,10850,2,1,2,2,1975,45,4,2,1,1,1,1,6,3,1,2,3,2,5,6,,,3,3,5,2,3,51001,8,6,4,2,2,1,4,3,3,2,3,3,3,2,2,3,,2,4,1,2,1,3,3,3,3,3,2,,2,,1,,,1,1,1,,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.67882365,0.8176615,1,4,4,2,53308,2,1,1,2,1937,84,6,3,1,1,1,1,1,1,5,2,5,3,4,5,,,2,2,5,2,3,51001,,1,4,1,1,1,4,3,4,1,1,1,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,2,1,,1,1,1,,,1,1,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,1.1345381,0.8176615,1,1,8,5,10119,2,1,1,1,1951,70,6,3,1,1,1,1,4,1,5,4,3,2,4,7,,,3,2,5,2,3,51001,,8,2,2,1,1,4,1,1,1,1,1,,4,1,3,2,1,1,1,1,1,1,,1,3,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.91314709,0.8176615,1,1,8,5,10627,2,1,2,2,2001,20,1,1,1,1,1,1,3,2,6,0,3,2,2,1,2,2,2,4,4,2,3,51001,8,10,4,3,3,1,3,1,3,1,1,1,4,4,1,1,1,3,2,2,1,1,1,2,1,3,3,2,2,2,1,1,2,1,1,3,1,1,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.80443203,0.8176615,1,2,5,3,32627,1,1,1,2,1987,33,2,2,1,1,1,1,3,1,6,2,4,2,1,5,2,1,2,3,5,2,3,51001,8,10,3,2,1,1,3,1,3,2,2,2,4,4,2,2,2,3,3,1,1,1,2,2,1,2,3,3,3,3,2,2,3,,3,3,3,3,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,0.6094166,0.8176615,1,1,8,5,10837,2,1,1,2,1959,62,5,3,1,1,1,1,2,3,1,4,3,2,4,4,,,1,4,6,2,3,51001,,10,4,,1,1,4,3,4,2,2,2,4,4,3,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,2.2321618,0.8176615,1,1,8,5,10237,1,1,2,1,1997,24,1,1,1,1,1,1,2,1,1,0,6,3,1,5,2,2,3,2,6,2,3,51001,,5,4,1,2,1,4,2,3,1,2,2,2,2,1,1,,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,,,,3,3,3,,,,,,,,,,,,1,1,1
2,7,2021,51,ARM,512021,1.1205033,0.8176615,1,1,8,5,10611,3,1,2,1,1965,56,5,3,1,1,1,1,3,2,3,2,3,2,2,6,2,2,4,2,1,1,3,51001,,10,1,2,1,1,4,4,4,2,1,1,4,3,1,1,1,1,1,1,1,1,1,3,1,1,1,,1,4,,3,2,1,1,,3,3,,,,,,,,,,,,1,1,1
